,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
56,93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,35.0,32.0,0.044776118734684796,0.09970238080401432,15.190082644628099,0.20348204570184983,6.15742587613198,15.190082644628099,374.0,672.0,1.6751904243743199,6.0,4.85854189336235
57,94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,49.0,15.0,0.5312499916992189,0.0911680910382221,16.37735849056604,0.19873271889400923,6.63043648378402,16.37735849056604,345.0,702.0,1.7027649769585254,5.0,4.888824884792626
58,95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,29.0,33.0,-0.06451612799167536,0.13566739576440395,20.39622641509434,0.20351526364477335,8.239896671495647,20.39622641509434,220.0,457.0,1.7086031452358927,3.0,4.98149861239593
59,96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,16.0,41.0,-0.43859648353339503,0.074218749903361,27.130434782608695,0.23664529914529914,10.946832032701598,27.130434782608695,443.0,768.0,1.8461538461538463,1.0,5.226495726495727
60,97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,13.0,42.0,-0.5272727176859506,0.13157894705363887,19.979591836734695,0.21348314606741572,8.077229993120843,19.979591836734695,209.0,418.0,1.7885597548518897,5.0,5.088866189989785
61,98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,32.0,48.0,-0.19999999750000003,0.16260162568576905,16.71232876712329,0.19754098360655736,6.763947900291939,16.71232876712329,241.0,492.0,1.6844262295081966,37.0,4.804098360655738
62,99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,21.0,27.0,-0.1249999973958334,0.10714285690369899,29.526315789473685,0.21746880570409982,11.897513838071115,29.526315789473685,244.0,448.0,1.7468805704099821,12.0,4.947415329768271
63,100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,21.0,41.0,-0.32258063995837677,0.11051693384934592,11.44954128440367,0.2219551282051282,4.66859856504352,11.44954128440367,277.0,561.0,1.8245192307692308,3.0,5.180288461538462
64,101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,3.0,3.0,0.0,0.09090908953168046,17.166666666666668,0.13592233009708737,6.921035598705503,17.166666666666668,28.0,66.0,1.5776699029126213,2.0,4.587378640776699
65,102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,24.0,43.0,-0.2835820853196704,0.14439655141293847,18.639344262295083,0.1943711521547933,7.5334861657799514,18.639344262295083,221.0,464.0,1.6904133685136324,13.0,4.784520668425682
66,103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,5.0,20.0,-0.599999976000001,0.09124087557941286,16.21951219512195,0.23007518796992482,6.57983495323675,16.21951219512195,153.0,274.0,1.8300751879699249,4.0,5.243609022556391
67,104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,25.0,54.0,-0.3670886029482455,0.1473880594265148,22.686274509803923,0.24719101123595505,9.173386208415952,22.686274509803923,286.0,536.0,1.8297320656871219,4.0,5.197925669835782
68,105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,21.0,35.0,-0.24999999553571436,0.14177215153981734,28.153846153846153,0.16939890710382513,11.329298024379993,28.153846153846153,186.0,395.0,1.6074681238615665,7.0,4.659380692167577
69,106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,1.0,0.0,0.9999990000010001,0.012820512656147275,18.75,0.21333333333333335,7.585333333333335,18.75,32.0,78.0,1.8333333333333333,0.0,5.38
70,107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,11.0,3.0,0.5714285306122479,0.06306306277899522,14.128205128205128,0.17604355716878403,5.721699474149565,14.128205128205128,97.0,222.0,1.6515426497277677,4.0,4.769509981851179
71,108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,28.0,56.0,-0.3333333293650794,0.19999999952380954,28.294117647058822,0.22245322245322247,11.40662834780482,28.294117647058822,214.0,420.0,1.792099792099792,3.0,5.122661122661123
72,109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,25.0,26.0,-0.0196078427527874,0.2236842095452447,20.914285714285715,0.1092896174863388,8.409430132708822,20.914285714285715,80.0,228.0,1.465846994535519,42.0,4.202185792349726
73,110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,6.0,40.0,-0.7391304187145562,0.10065645492197713,17.0625,0.21703296703296704,6.911813186813188,17.0625,237.0,457.0,1.7765567765567765,0.0,5.156593406593407
74,111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,15.0,31.0,-0.34782607939508525,0.10109890087670571,19.055555555555557,0.2303206997084548,7.714350502105605,19.055555555555557,237.0,455.0,1.8250728862973762,0.0,5.302235179786201
75,112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,27.0,52.0,-0.3164556921967634,0.15959595927354353,19.62962962962963,0.2188679245283019,7.9393990216631725,19.62962962962963,232.0,495.0,1.7792452830188679,3.0,5.15566037735849
76,113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,15.0,21.0,-0.16666666203703717,0.10810810778345914,22.61111111111111,0.22113022113022113,9.132896532896533,22.61111111111111,180.0,333.0,1.7727272727272727,8.0,4.9914004914004915
77,114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,44.0,43.0,0.01149425274144537,0.13102409618821673,23.227272727272727,0.20482713633398564,9.372839945442685,23.227272727272727,314.0,664.0,1.7142857142857142,4.0,4.949119373776908
78,115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,21.0,38.0,-0.28813558833668496,0.08845577198132568,23.264705882352942,0.225031605562579,9.395894995166207,23.264705882352942,356.0,667.0,1.822376738305942,3.0,5.144121365360303
79,116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,23.0,26.0,-0.06122448854643901,0.16013071843094537,53.0,0.10210876803551609,21.24084350721421,53.0,92.0,306.0,1.4594894561598224,46.0,4.280799112097669
80,117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,37.0,66.0,-0.28155339532472434,0.12842892752066218,23.441558441558442,0.21274238227146813,9.461720329531964,23.441558441558442,384.0,802.0,1.7573407202216067,11.0,5.119667590027701
81,118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,30.0,55.0,-0.294117643598616,0.1778242674104095,17.450704225352112,0.13801452784503632,7.03548750127886,17.450704225352112,171.0,478.0,1.5649717514124293,7.0,4.530266343825666
82,119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,8.0,14.0,-0.27272726033057904,0.13333333252525253,19.77777777777778,0.27247191011235955,8.020099875156054,19.77777777777778,97.0,165.0,1.9634831460674158,1.0,5.50561797752809
83,120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,45.0,92.0,-0.34306569092652783,0.13097514327822643,25.853932584269664,0.21642764015645372,10.428144089770448,25.853932584269664,498.0,1046.0,1.7792264232942199,6.0,5.136462407648849
84,121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,32.0,64.0,-0.33333332986111114,0.1814744798081768,24.119402985074625,0.1373762376237624,9.702711689079356,24.119402985074625,222.0,529.0,1.5222772277227723,36.0,4.433787128712871
85,122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,29.0,63.0,-0.36956521337429116,0.13352685031418454,12.807142857142857,0.19408812046848856,5.200492391044539,12.807142857142857,348.0,689.0,1.7412158393753485,12.0,4.90462911321807
86,123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,38.0,83.0,-0.37190082337272046,0.16005290984119985,17.23148148148148,0.1950564212788823,6.970615161104146,17.23148148148148,363.0,756.0,1.7243417517463728,11.0,4.977431488447071
87,124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,20.0,41.0,-0.34426228943832315,0.15174129315487242,14.297297297297296,0.2060491493383743,5.801338578654269,14.297297297297296,218.0,402.0,1.7448015122873346,9.0,5.017013232514178
88,125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,53.0,19.0,0.47222221566358036,0.0920716111354583,29.21875,0.23048128342245988,11.779692513368985,29.21875,431.0,782.0,1.813903743315508,2.0,5.10855614973262
89,126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,16.0,25.0,-0.21951218976799539,0.11051212908217756,25.735294117647058,0.2022857142857143,10.37503193277311,25.735294117647058,177.0,371.0,1.766857142857143,3.0,5.011428571428572
90,127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,32.0,80.0,-0.428571424744898,0.1860465113188596,24.189655172413794,0.22309337134711332,9.765099417504363,24.189655172413794,313.0,602.0,1.8068424803991447,7.0,5.108339272986457
91,128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,7.0,17.0,-0.41666664930555625,0.19834710579878426,14.85,0.2356902356902357,6.034276094276095,14.85,70.0,121.0,1.7138047138047139,4.0,4.942760942760943
92,129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,5.0,7.0,-0.16666665277777895,0.059405940299970594,21.041666666666668,0.22178217821782178,8.505379537953797,21.041666666666668,112.0,202.0,1.8554455445544555,1.0,5.251485148514852
93,130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,21.0,59.0,-0.4749999940625001,0.10230179015050922,18.608695652173914,0.2213785046728972,7.532029662738726,18.608695652173914,379.0,782.0,1.838785046728972,3.0,5.213200934579439
94,131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,80.0,31.0,0.44144143746449155,0.13245823373215007,24.083333333333332,0.2370242214532872,9.728143021914647,24.083333333333332,411.0,838.0,1.8143021914648212,0.0,5.142445213379469
95,132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,26.0,23.0,0.06122448854643901,0.08153078189429154,8.92258064516129,0.2024584237165582,3.6500156275511397,8.92258064516129,280.0,601.0,1.7541576283441793,8.0,5.028199566160521
96,133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,26.0,19.0,0.1555555520987655,0.13005780309231849,9.342465753424657,0.32111436950146627,3.8654320491704492,9.342465753424657,219.0,346.0,2.0718475073313782,0.0,5.730205278592376
97,134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,7.0,11.0,-0.2222222098765439,0.10526315727916283,24.142857142857142,0.2692307692307692,9.764835164835166,24.142857142857142,91.0,171.0,1.9112426035502958,4.0,5.363905325443787
98,135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,5.0,8.0,-0.23076921301775286,0.10236220391840785,20.41176470588235,0.1440922190201729,8.22234276996101,20.41176470588235,50.0,127.0,1.5878962536023056,7.0,4.521613832853026
99,136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0.0,21.0,-0.9999999523809546,0.13291139156385195,19.5,0.2097902097902098,7.883916083916084,19.5,90.0,158.0,1.731934731934732,5.0,4.634032634032634
100,137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,4.0,6.0,-0.19999998000000202,0.11627906841535968,22.8,0.18859649122807018,9.195438596491227,22.8,43.0,86.0,1.7236842105263157,3.0,4.991228070175438
101,138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,5.0,10.0,-0.3333333111111126,0.13888888760288068,17.666666666666668,0.22641509433962265,7.157232704402516,17.666666666666668,60.0,108.0,1.769811320754717,8.0,4.943396226415095
102,139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,7.0,3.0,0.39999996000000404,0.12658227687870535,20.125,0.2857142857142857,8.164285714285715,20.125,46.0,79.0,1.906832298136646,0.0,5.447204968944099
103,140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,12.0,50.0,-0.6129032159209159,0.15816326490264473,20.956521739130434,0.1950207468879668,8.46061699440736,20.956521739130434,188.0,392.0,1.7468879668049793,0.0,5.030082987551867
104,141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,5.0,20.0,-0.599999976000001,0.1461988295543928,12.1,0.17355371900826447,4.909421487603306,12.1,84.0,171.0,1.6549586776859504,3.0,4.81404958677686
105,142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,36.0,70.0,-0.3207547139551442,0.1343472748614103,9.330097087378642,0.2133194588969823,3.81736661851025,9.330097087378642,410.0,789.0,1.8028095733610823,1.0,5.091571279916753
106,143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5.0,25.0,-0.6666666444444451,0.10830324870648647,16.972972972972972,0.21337579617834396,6.8745395076605265,16.972972972972972,134.0,277.0,1.8136942675159236,2.0,5.047770700636943
107,144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,,,,,,,,,,,,,
108,145,https://insights.blackcoffer.com/blockchain-in-fintech/,11.0,11.0,0.0,0.07382550310796811,9.278481012658228,0.19918144611186903,3.7910649835080386,9.278481012658228,146.0,298.0,1.747612551159618,2.0,5.144611186903138
109,146,https://insights.blackcoffer.com/blockchain-for-payments/,22.0,27.0,-0.10204081424406503,0.11750599492204797,15.163934426229508,0.2118918918918919,6.15033052724856,15.163934426229508,196.0,417.0,1.787027027027027,9.0,5.194594594594594
110,147,https://insights.blackcoffer.com/the-future-of-investing/,31.0,10.0,0.5121951094586559,0.08249496965292763,22.9,0.2262008733624454,9.250480349344977,22.9,259.0,497.0,1.8026200873362446,2.0,5.112663755458516
111,148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,26.0,45.0,-0.2676056300337235,0.1272401431411467,16.0,0.2552083333333333,6.502083333333333,16.0,294.0,558.0,1.8203125,2.0,5.028645833333333
112,149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,27.0,3.0,0.7999999733333342,0.10676156545636453,14.2,0.30633802816901406,5.802535211267606,14.2,174.0,281.0,1.9595070422535212,0.0,5.588028169014085
113,150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,31.0,40.0,-0.12676056159492166,0.14669421457294585,14.32876712328767,0.2361376673040153,5.825961916236675,14.32876712328767,247.0,484.0,1.812619502868069,8.0,5.007648183556405
